name,circle_code,circle_cut,day,sells_commision,sells_comic,sells_artbook,sells_photobook_general,sells_novel,sells_game,sells_music,sells_goods,sells_handmade_crafts,sells_magazine,sells_photobook_cosplay,circle_facebook,circle_instagram,circle_twitter,circle_other_socials,marketplace_link,fandom,other_fandom,rating,sampleworks_images
ANSOS,AD-03,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/ansos.jpg,Both Days,False,False,False,False,False,False,False,True,True,False,False,,https://www.instagram.com/ansoshandcraft/,https://twitter.com/AnSosHandcraft,,,Gaming related,-,GA,
Ataraxia Gear,AD-04,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/ataraxia.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/atrxgear.id/,,,,-,-,GA,
Century Royale,AD-05,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/century_royale.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,,https://twitter.com/JohnCentury3,,,-,-,M,
Paw Paw Cafe Club,AD-06,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/paw_paw_cafe.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/pawpawcafe_club,,,,-,-,GA,
Sonata InC,AD-07,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/sonata_inc.jpg,Both Days,False,False,False,False,False,False,False,True,True,False,False,,https://instagram.com/sonata_inc,,,,-,-,GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/23d8c44f-ac98-4c13-9c33-366d187cf693/2d6f2e17-45fb-406d-8d29-412da710a006/AD-07.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/23d8c44f-ac98-4c13-9c33-366d187cf693/831adbde-ea69-4df0-903c-cea0101702d2/AD-07.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/23d8c44f-ac98-4c13-9c33-366d187cf693/06c15ce5-0550-4441-be2a-85ec9061c4a9/AD-07.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/23d8c44f-ac98-4c13-9c33-366d187cf693/cbd7f1b9-3512-45b3-8446-85e4124ee05e/AD-07.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/23d8c44f-ac98-4c13-9c33-366d187cf693/21500453-866b-40b0-b082-cc40ec8705be/AD-07.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/23d8c44f-ac98-4c13-9c33-366d187cf693/b9f1961b-ca15-48d1-b4bb-cd7cc0974ebc/AD-07.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/23d8c44f-ac98-4c13-9c33-366d187cf693/0f3ee39d-ee8c-4fe9-a746-59a08d63a480/AD-07.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/23d8c44f-ac98-4c13-9c33-366d187cf693/4dcf551e-73fd-4e10-b223-c24a96b7a622/AD-07.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/23d8c44f-ac98-4c13-9c33-366d187cf693/2abeb37f-cec4-45b0-b8a2-3a1ff578f935/AD-07.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/23d8c44f-ac98-4c13-9c33-366d187cf693/f1ccf64a-49e4-4d20-a6ec-374d85fdcd61/AD-07.jpg']"
Tenjin Scrollworks,AD-08/AD-09,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/tenjin.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/tenjin.scrollworks/,,,,-,-,GA,
Tempat Keramaian,AD-10/AD-11,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/tempat_keramaian.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/cathaztrope_/,https://twitter.com/cathaztrope_,,,-,-,M,
Soumeki A,AD-12/AD-13,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/soumeki.jpg,Both Days,False,False,False,False,False,False,False,True,True,False,False,https://www.facebook.com/SR.Soumeki,https://instagram.com/sr_soumeki,https://twitter.com/soumeki,,,Honkai Star Rail,"Genshin Impact, Haikyuu, Tears of Themis, Blue Lock,",GA,
xFate=ThiccCult,AD-14,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/xfate.jpg,Both Days,False,False,True,False,False,False,False,True,False,False,False,https://www.facebook.com/XFateArtworks,https://www.instagram.com/xfateart/,https://twitter.com/xFateZH,,,Honkai: Star Rail,"Blue Archive, Honkai Impact 3rd",PG,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/40a04953-5b9a-43d9-af68-c0af98645bba/d75cbb2a-406a-4461-b31f-a252c3b54cab/AD-14.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/40a04953-5b9a-43d9-af68-c0af98645bba/d7b03abe-8cad-470e-9f7d-4a15858c351f/AD-14.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/40a04953-5b9a-43d9-af68-c0af98645bba/1d02a3dc-b710-4d1d-b88c-26ee5a47728c/AD-14.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/40a04953-5b9a-43d9-af68-c0af98645bba/736bdce8-3530-42fb-8656-451c01284d2f/AD-14.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/40a04953-5b9a-43d9-af68-c0af98645bba/94c94146-e112-4ef8-a427-40c8a3e936c8/AD-14.jpg']"
Ars Atelier,AD-15,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/ars_atelier.jpg,Both Days,True,False,True,False,False,False,False,True,False,False,False,https://www.facebook.com/arsatelierid,https://www.instagram.com/arsatelier.id/,https://twitter.com/AtelierArs,,,Hoyoverse,-,GA,['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/7d88c4fc-3296-40d7-8bfe-4ba43a19e010/c6a1f4cf-52c0-457a-9a9a-0dafeb39c21f/AD-15.png']
Deep Weebs Production,AD-16,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/deepweeb.jpg,Both Days,False,True,True,False,False,False,False,True,True,False,False,https://www.facebook.com/DeepWeebsProduction,,,,,Hoyoverse,"Hololive, Original",GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/89bc5928-6469-46bc-aa8b-2d55721ff239/78e8bbd4-2d39-4f5b-9271-282478ccc85f/AD-16.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/89bc5928-6469-46bc-aa8b-2d55721ff239/ed1bc974-dedc-4e29-9dc7-593939378014/AD-16.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/89bc5928-6469-46bc-aa8b-2d55721ff239/4ed89c1f-96c3-4262-9150-4f571d92367c/AD-16.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/89bc5928-6469-46bc-aa8b-2d55721ff239/acd62720-c1ae-48f1-a0d3-eb7b660d2750/AD-16.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/89bc5928-6469-46bc-aa8b-2d55721ff239/5a5ecb1f-cac6-495f-b136-65e86de1f6a9/AD-16.png']"
utopia project,AD-17/AD-18,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/utopia_project.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/utopiaprojectmarket/,,,,Honkai Star Rail,"Nikke , Jujutsu kaisen",GA,
Skaiiria,AD-19,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/skaiiria.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,https://facebook.com/skaiiria,https://instagram.com/skaiiria,https://twitter.com/skaiiria,,,Genshin,"Genshin Impact ,Honkai Star Rail, Frieren, Jujutsu etc",GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/aa667430-1686-4d39-a410-75e6ee8f8bd4/dd07a3da-b0bc-4237-a2d0-84f871d6c9a2/AD-19.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/aa667430-1686-4d39-a410-75e6ee8f8bd4/006e005d-4e17-451a-a118-f5df67e80d1e/AD-19.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/aa667430-1686-4d39-a410-75e6ee8f8bd4/cdd302f9-f6b4-4ade-b927-1ba191083118/AD-19.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/aa667430-1686-4d39-a410-75e6ee8f8bd4/ef1f08cc-ec4d-4c1a-9ab4-74786c13055f/AD-19.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/aa667430-1686-4d39-a410-75e6ee8f8bd4/2314b964-3681-469f-a639-f2eec3d117cb/AD-19.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/aa667430-1686-4d39-a410-75e6ee8f8bd4/78edfeea-159b-4c00-9772-3144861df726/AD-19.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/aa667430-1686-4d39-a410-75e6ee8f8bd4/3485068c-ccda-4f8d-8d04-33abd7614836/AD-19.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/aa667430-1686-4d39-a410-75e6ee8f8bd4/5026b38a-6ca4-44f7-9359-bdf3e39b727d/AD-19.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/aa667430-1686-4d39-a410-75e6ee8f8bd4/393147fb-e608-4ba8-8106-a29781513a97/AD-19.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/aa667430-1686-4d39-a410-75e6ee8f8bd4/8210e367-3239-463d-a062-29d201558c56/AD-19.png']"
Barongsai Brotherhood CF18,AD-20,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/barongsai.jpg,Both Days,True,False,True,False,False,True,False,True,True,False,False,https://www.facebook.com/profile.php?id=100095066986538,https://www.instagram.com/jamesatthepierworks/,https://twitter.com/JamesAtTPW,,,Genshin Impact,vtuber,GA,
KITC,AD-21,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/kitc.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://instagram.com/kitc_,,,,Internet Pop Culture,-,PG,
Estavia by Regnbue,AD-22,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/estavia.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,https://www.facebook.com/EstaviabyRegnbue,https://instagram.com/estavia,,,,Genshin Impact,"Vtuber, Honkai Star Rail",GA,
Icha Hand,AD-23,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/icha_hand.jpg,Both Days,False,False,False,False,False,False,False,False,True,False,False,https://www.facebook.com/profile.php?id=100090020149944&mibextid=ZbWKwL,https://www.instagram.com/icha.hand/,https://twitter.com/ichahand,,,Genshin Impact,"Honkai Star Rail, Jujutsu Kaisen, One Piece, Spy x Family, Hololive ID",GA,
Moshimoshidraw,AD-24,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/moshimo.jpg,Both Days,False,False,True,False,False,False,False,True,False,False,False,https://www.facebook.com/moshimoshidraw?mibextid=ZbWKwL,https://www.instagram.com/moshimoshidraw?igsh=eXFoN2s3YTE0ejl6,,,,Genshin Impact,"HSR, Arknights, Project Sekai, Genshin Impact, Anime Sport, JJK, Frieren ",GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6b6a9dcf-0242-40f8-bdfb-4a9deb665147/a23796c8-8b11-4120-8c35-e65b339f345f/AD-24.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6b6a9dcf-0242-40f8-bdfb-4a9deb665147/e9dadb6b-c803-442c-b385-cd667aedc961/AD-24.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6b6a9dcf-0242-40f8-bdfb-4a9deb665147/5cec0a78-622e-4350-a8d8-66922682a7a8/AD-24.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6b6a9dcf-0242-40f8-bdfb-4a9deb665147/71cdb3c5-440e-4222-ac0e-58146f686d55/AD-24.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6b6a9dcf-0242-40f8-bdfb-4a9deb665147/fdc91d01-695d-4c68-9642-1ad9779410aa/AD-24.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6b6a9dcf-0242-40f8-bdfb-4a9deb665147/be201a7a-57ca-4d6a-9694-5d11c5d1575d/AD-24.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6b6a9dcf-0242-40f8-bdfb-4a9deb665147/738ed830-9687-43fe-bbe5-79b95338c6f1/AD-24.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6b6a9dcf-0242-40f8-bdfb-4a9deb665147/220c3248-ef1e-4076-92f9-8bd65a9a1b42/AD-24.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6b6a9dcf-0242-40f8-bdfb-4a9deb665147/e7a1cfc5-986e-4398-8bee-410a54b37859/AD-24.png']"
OtaByte,AD-25,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/otabaito.jpg,Both Days,True,False,False,False,False,False,False,True,False,False,False,https://www.facebook.com/otabaito,https://instagram.com/otabaito,https://x.com/otabaito,,,Genshin Impact,Atarashii Gakko,GA,
side shop.id,AD-26,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/side_shop_id.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,https://www.facebook.com/abelkamaliayu/,https://www.instagram.com/side_shop.id/,,,,genshin impact,"valorant, one piece,vtuber",GA,
Takowmi,AD-27,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/takowmi.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,-,https://www.instagram.com/takowmi?igsh=djE3dzh1MmVxejVv&utm_source=qr,-,,,Genshin Impact,Blue lock,GA,
Whalekun777,AD-28,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/whalekun.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,-,https://www.instagram.com/whalekun777/,https://twitter.com/whalekun777,,,Genshin Impact,"Hololive, Hatsune Miku, Ghibli, Original",GA,
PRAWNM33,AD-29/AD-30,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/prawnm33.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/prawnm33/,https://twitter.com/mmmagnolia,,,Genshin Impact,"Honkai Star Rail, Jujutsu Kaisen",GA,
Rapid Props,AD-31/AD-32,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/rapid_props.jpg,Both Days,False,False,False,False,False,False,False,False,True,False,False,,Https://Instagram.com/rapid.props,,,,Genshin Impact,Honkai Star Rail,GA,
Momovio,AD-33,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/momovio.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,https://facebook.com/momovio,https://instagram.com/momovio_catalog,https://twitter.com/momo_vio,https://instagram.com/momo_vio,,Jujutsu Kaisen,"Blue Lock, Honkai Star Rail, Genshin Impact, Mashle, etc",GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/3e045eac-6492-4bd3-8003-1007b5e87367/0906f776-c660-48c0-9dde-4fdc9bea90cc/AD-33.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/3e045eac-6492-4bd3-8003-1007b5e87367/cfdab316-6cc5-4a88-8cde-9d869addde0f/AD-33.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/3e045eac-6492-4bd3-8003-1007b5e87367/8d66f461-e2b7-4900-b765-65481342161b/AD-33.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/3e045eac-6492-4bd3-8003-1007b5e87367/840b8808-65d8-481e-b5ee-2f6b1a01886e/AD-33.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/3e045eac-6492-4bd3-8003-1007b5e87367/891a4e69-2567-4007-8244-5dd431e5c657/AD-33.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/3e045eac-6492-4bd3-8003-1007b5e87367/e3cc2e47-e12d-4e93-b600-849b49005d08/AD-33.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/3e045eac-6492-4bd3-8003-1007b5e87367/703f09ab-28c7-4d20-a655-ab241b69929a/AD-33.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/3e045eac-6492-4bd3-8003-1007b5e87367/cbdea4e2-e9d3-432c-bcd4-c0b25580da9d/AD-33.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/3e045eac-6492-4bd3-8003-1007b5e87367/39d075f9-f29c-41eb-b1dd-6295d0871b2e/AD-33.png']"
Rabbit Hole Requiem,AD-34,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/rabbit_hole_requiem.jpg,Both Days,True,True,False,False,False,False,False,True,True,False,False,,https://www.instagram.com/narcolepticcrow/,https://twitter.com/nar_crow,,,.Flow,"Original, Tsum Tsum",GA,['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/e388185d-3161-4f30-8b3b-a426af25f14a/f03d02de-6f67-4431-8b98-d7907bb17bb2/AD-34.png']
Emji Handcraft,AD-35,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/emji_handcraft.jpg,Both Days,False,False,False,False,False,False,False,False,True,False,False,https://www.facebook.com/emjihandcraft,https://www.instagram.com/emjihandcraft,,,,Amigurumi Lover,-,GA,
Nekonii LAB.,AD-36,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/nekonii_lab.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/nekonii.lab/,,,,Anime,Jujutsu Kaisen & Kimetsu No Yaiba,GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/90b75fe7-de35-48eb-a1af-0f3e0ccb48e6/e709709f-2683-4482-b755-d9451d9d38f0/AD-36.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/90b75fe7-de35-48eb-a1af-0f3e0ccb48e6/47df42fd-5a10-489e-a13d-d2609c819c5a/AD-36.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/90b75fe7-de35-48eb-a1af-0f3e0ccb48e6/b7364f13-088f-44b6-811c-d05266d9290b/AD-36.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/90b75fe7-de35-48eb-a1af-0f3e0ccb48e6/02f3491f-39cf-44ac-bbe7-c8a467c50cb0/AD-36.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/90b75fe7-de35-48eb-a1af-0f3e0ccb48e6/6e53144c-2537-4777-9034-308053e33fb3/AD-36.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/90b75fe7-de35-48eb-a1af-0f3e0ccb48e6/9b12bddc-a310-4f7b-b9d0-a4946ee1ac12/AD-36.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/90b75fe7-de35-48eb-a1af-0f3e0ccb48e6/cd37f320-e1a1-40fe-99d8-a17ab6d846d8/AD-36.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/90b75fe7-de35-48eb-a1af-0f3e0ccb48e6/a403b96c-89b5-47b5-b3df-d28f10ccfbe1/AD-36.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/90b75fe7-de35-48eb-a1af-0f3e0ccb48e6/131a1d3d-83e7-4e98-9691-6b57ea0c9355/AD-36.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/90b75fe7-de35-48eb-a1af-0f3e0ccb48e6/98e51ac7-00cc-4f1c-a829-868a30005512/AD-36.jpg']"
Ton N Kay,AD-37,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/ton_n_kay.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://instagram.com/ton.n.kay,,,,Anime,-,GA,
Unity Canvas,AD-38,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/unity_canvas.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,https://www.facebook.com/unitycanvas22/,https://www.instagram.com/unitycanvas_co/,https://twitter.com/unitycanvas_co,,,"Anime, VTuber, Original Character",-,PG,
kesukaan,AD-39,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/kesukaan.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/kesukaan/?hl=en,,,,art fanart comedy,-,PG,
Elita & Sam Elkana,AD-40,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/elita.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,https://www.facebook.com/elita.elkana/,https://www.instagram.com/elita.elkana/,https://twitter.com/elitaelkana,https://www.instagram.com/sam.elkana/?hl=en,,DC Comics,"One Piece, Sailor Moon, Star Wars, Simpsons, Stranger Things, We Bare Bears, original works",GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b7fc9e52-cf1f-4765-a801-4fd25269e823/e9fa7a52-db82-4622-94bc-4a1ce924088a/AD-40.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b7fc9e52-cf1f-4765-a801-4fd25269e823/294e4811-2a0d-4154-90fc-531ddf1bd55d/AD-40.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b7fc9e52-cf1f-4765-a801-4fd25269e823/181c9dd2-824a-47e2-934a-5ac235e0c405/AD-40.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b7fc9e52-cf1f-4765-a801-4fd25269e823/37d8ef32-337a-42f4-835c-7b2a8ecffe58/AD-40.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b7fc9e52-cf1f-4765-a801-4fd25269e823/e7d21040-e38c-43ce-a933-35f59f4f161e/AD-40.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b7fc9e52-cf1f-4765-a801-4fd25269e823/8df874d6-9e55-4a14-9142-387ee6ad611c/AD-40.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b7fc9e52-cf1f-4765-a801-4fd25269e823/416dca1e-0ca4-4b3d-b76c-a0e80c7d5fb4/AD-40.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b7fc9e52-cf1f-4765-a801-4fd25269e823/75a4ebc6-bf07-46fa-be7d-d7de9015dea7/AD-40.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b7fc9e52-cf1f-4765-a801-4fd25269e823/78744fb3-fc58-4393-ab4f-bb8d572e2023/AD-40.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b7fc9e52-cf1f-4765-a801-4fd25269e823/14b1aeba-2a32-4568-b07a-671343d3895d/AD-40.png']"
Chibikurin.id,AD-41/AD-42,https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-cut-18/chibikurin.jpg,Both Days,False,False,False,False,False,False,False,True,False,False,False,,https://www.instagram.com/chibikurin.id/,https://twitter.com/chibikurin_id?lang=id,https://www.tiktok.com/@chibikurin.id?_t=8lwpfbO8PDe&_r=1,,Jujutsu Kaisen,"Genshin Impact, HSR, CSM, JJK, SXF, AOT, Mashle, KNY, BNHA Tokyo Revengers",GA,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6a5238fe-3855-4cda-83ca-72160c096923/3bcb430c-104c-45fb-9f52-6efb3d405572/AD-41/AD-42.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6a5238fe-3855-4cda-83ca-72160c096923/6fb45cf2-88ca-465b-bf4d-38c4dc06bab7/AD-41/AD-42.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6a5238fe-3855-4cda-83ca-72160c096923/f7cb3a99-29a5-431b-8b46-e93330458d20/AD-41/AD-42.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6a5238fe-3855-4cda-83ca-72160c096923/e41d441f-fdd9-4458-a927-959e512c8e5b/AD-41/AD-42.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6a5238fe-3855-4cda-83ca-72160c096923/4568b704-cdd5-4f49-bc10-f5db96be3bbb/AD-41/AD-42.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/6a5238fe-3855-4cda-83ca-72160c096923/284c0ac3-0867-420f-80c7-01003c2932fd/AD-41/AD-42.jpg']"
